EAN,NAME,BRAND,SIZE,SPECIALITY,ANIMAL,FORMAT (kg),www.amazon.fr (FR),www.bitiba.es (ES),www.bitiba.fr (FR),www.centrodenutricioncanina.com (ES),www.croquetteland.com (FR),www.kiwoko.com (ES),www.medicanimal.com (ES),www.medicanimal.com (FR),www.medicanimal.com (UK),www.miscota.es (ES),www.miscota.fr (FR),www.telepienso.es (ES),www.tiendanimal.es (ES),www.tiendanimal.fr (FR),www.zooplus.es (ES),www.zooplus.fr (FR),www.wanimo.fr (FR),www.bypets.com (ES)
3182550771078,Diet Canine Gastro Intestinal GI25 14 kg,Royal Canin,DIET,GASTRO,DOG,14,http://www.amazon.fr/Royal-Canin-Gastro-Intestinal-14-0/dp/B004GCO4XC,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/royal_canin_gastro_intestinal/374898,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/allergies_intolerance_alimentaires_chien/341861,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-gastro-intestinal-gi25,http://www.croquetteland.com/royal-canin-canine-gastro-intestinal-gi25.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5051&locale=es_ES,http://www.medicanimal.com/product/~product_id=5051,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5051&locale=en_GB,http://www.miscota.es/perros/royal-canin/gastro-intestinal-gi25,http://animaux.miscota.fr/chiens/royal-canin/gastro-intestinal-gi-25,http://www.telepienso.com/products/royal-canin-gastro-intestinal,http://www.tiendanimal.es/royal-canin-gastrointestinal-p-1693.html,http://www.tiendanimal.fr/royal-canin-gastrointestinal-p-1693.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_veterinary_diet/problemas_digestivos/307292,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_royal_canin_veterinary_diet/troubles_intestinaux_chien_royal_canin_veterinary/301228,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-vdiet-dog-gastro-intestinal-gi--sf258/,
3182550771139,Diet Canine Gastro Intestinal Moder. Calorie 14kg,Royal Canin,DIET,GASTRO,DOG,14,http://www.amazon.fr/Royal-Canin-Intestinal-Moderate-Calorie/dp/B004JIACBQ,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/royal_canin_gastro_intestinal/374898,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/allergies_intolerance_alimentaires_chien/341861,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-gastro-intestinal-moderate-calories-gim23,http://www.croquetteland.com/royal-canin-canine-gastro-intestinal-moderate-calorie-gim23.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=100141&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=100141&locale=fr_FR,http://www.medicanimal.com/product/~product_id=100141,http://www.miscota.es/perros/royal-canin/gastro-intestinal-moderate-calorie,http://animaux.miscota.fr/chiens/royal-canin/gastro-intestinal-moderate-calorie,http://www.telepienso.com/products/royal-canin-gastro-intestinal-moderate-calorie,http://www.tiendanimal.es/royal-canin-gastrointestinal-moderate-calorie-perro-p-5331.html,http://www.tiendanimal.fr/royal-canin-gastro-intestinal-moderate-calorie-pour-chiens-p-5331.html,,,,
3182550711340,Diet Canine Hypoallergenic DR21 14 kg,Royal Canin,DIET,HYPOALLERGENIC,DOG,14,http://www.amazon.fr/Royal-Canin-Hypoallergenic-DR21-14-0/dp/B003UVCNEC,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/alergias_royal_canin_pienso_perros/374894,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/allergies_intolerance_alimentaires_chien/341860,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-hypoallergenic-dr-21,http://www.croquetteland.com/royal-canin-canine-hypoallergenic-dr21.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5035&locale=es_ES,http://www.medicanimal.com/produit/~product_id=5035,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5035&locale=en_GB,http://www.miscota.es/perros/royal-canin/hypoallergenic-dr21,http://animaux.miscota.fr/chiens/royal-canin/hypoallergenique,http://www.telepienso.com/products/royal-canin-hypoallergenic-dr-21,http://www.tiendanimal.es/royal-canin-hypoallergenic-canine-p-1689.html,http://www.tiendanimal.fr/royal-canin-hypoallergenic-canine-p-1689.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_veterinary_diet/alergias_e_intolerancias/307295,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_royal_canin_veterinary_diet/allergies_intolerance_alimentaires_chien/301231,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-vdiet-dog-hypoallergenic-dr--sf297/,
3182550767538,Diet Canine Mobility MS25 14 kg,Royal Canin,DIET,ARTICULAR,DOG,14,http://www.amazon.fr/Royal-Canin-Mobility-Support-14-0/dp/B003UV358A,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/royal_canin_articulaciones_perros/374906,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/problemes_articulaires_royal_canin_veterinary_diet/341865,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-mobility-support-ms-25,http://www.croquetteland.com/royal-canin-canine-mobility-support-ms25.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5080&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5080&locale=fr_FR,http://www.medicanimal.com/product/~product_id=5080,,,http://www.telepienso.com/products/royal-canin-mobility-support,http://www.tiendanimal.es/royal-canin-mobility-p-1690.html,http://www.tiendanimal.fr/royal-canin-mobility-p-1690.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_veterinary_diet/problemas_articulares/307289,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_royal_canin_veterinary_diet/problemes_articulaires_royal_canin_veterinary_diet/301226,,
3182550711319,Diet Canine Obesity Management DP34 14 kg,Royal Canin,DIET,OBESITY,DOG,14,http://www.amazon.fr/Royal-Canin-Obesity-Management-DP34/dp/B003UVCNM4,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/obesidad_pienso_perros/374892,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/obesite_surpoids_royal_canin_veterinary_diet_chien/341942,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-obesity-managment-dp,http://www.croquetteland.com/royal-canin-canine-obesity-dp34.html,,http://www.medicanimal.com/producto/~product_id=5021,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5021&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5021&locale=en_GB,,,http://www.telepienso.com/products/royal-canin-obesity-management,http://www.tiendanimal.es/royal-canin-obesity-management-p-1696.html,http://www.tiendanimal.fr/royal-canin-obesity-management-p-1696.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_veterinary_diet/obesidad/307293,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_royal_canin_veterinary_diet/obesite_surpoids_royal_canin_veterinary_diet_chien/301233,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-vdiet-dog-obesity-dp-kg-sf251/,
3182550711401,Diet Canine Renal RF16 14 kg,Royal Canin,DIET,RENAL,DOG,14,http://www.amazon.fr/Royal-Canin-Renal-RF16-14-0/dp/B003UV35KS,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/royal_canin_renal_perros/374896,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/reins_voies_urinaires_chien_croquettes_royal_canin/341863,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-renal-rf-16,http://www.croquetteland.com/royal-canin-canine-renal-rf16.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5066&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5066&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=5066&locale=en_GB,,,http://www.telepienso.com/products/royal-canin-renal,http://www.tiendanimal.es/royal-canin-renal-canine-p-1695.html,http://www.tiendanimal.fr/royal-canin-renal-canine-p-1695.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_veterinary_diet/problemas_renales/307290,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_royal_canin_veterinary_diet/reins_voies_urinaires_chien_croquettes_royal_canin/301234,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-vdiet-dog-renal-rf-kg-sf90/,
3182550711418,Diet Canine Urinary S/O LP18 14 kg,Royal Canin,DIET,URINARY,DOG,14,http://www.amazon.fr/Royal-Canin-Veterinary-Diet-Urinary/dp/B003UVCO6O,http://www.bitiba.es/shop/perros/pienso_perros/royal_canin_veterinary_diet/royal_canin_renal_perros/374901,http://www.bitiba.fr/shop/chiens/croquettes/royal_canin_veterinary_diet/reins_voies_urinaires_chien_croquettes_royal_canin/341862,http://www.centrodenutricioncanina.com/perro/pienso/royal-canin/veterinary/veterinary-urinary-s-o-lp18,http://www.croquetteland.com/royal-canin-canine-urinary-s-o-lp18.html,,,,,http://www.miscota.es/perros/royal-canin/urinary-s-o,http://animaux.miscota.fr/chiens/royal-canin/urinary-s-o,http://www.telepienso.com/products/royal-canin-urinary-s-o,http://www.tiendanimal.es/royal-canin-urinary-canine-p-1686.html,http://www.tiendanimal.fr/royal-canin-urinary-canine-p-1686.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/royal_canin_veterinary_diet/problemas_renales/307288,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_royal_canin_veterinary_diet/reins_voies_urinaires_chien_croquettes_royal_canin/301184,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/royal-canin-vdiet-dog-urinary-s-o-lp--sf39/,
5000174535297,Eukanuba Adulto Cordero y Arroz Raza Grande 15 Kg,Eukanuba,MAXI,CORDERO,DOG,15,,,,,,http://www.kiwoko.com/eukanuba-adult-large-breed-cordero.html,,,,http://www.miscota.es/perros/eukanuba/adulto-cordero-y-arroz-razas-grandes,http://animaux.miscota.fr/chiens/eukanuba/adulte-agneau-et-riz,,,,,,,
8710974910640,Eukanuba Adulto Light 15 Kg,Eukanuba,MEDIUM,LIGHT,DOG,15,http://www.amazon.fr/Eukanuba-Nourriture-all%C3%A9g%C3%A9e-chien-adulte/dp/B0015PZ07C,,,,,,,,,,,,,,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_light/56321,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_croquettes_chien/eukanuba_light_croquettes_chien/15588,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-adult-weight-control-medium-poulet-sf242/,
8710974910954,Eukanuba Adulto Light Razas Grandes 15 kg,Eukanuba,MAXI,LIGHT,DOG,15,http://www.amazon.fr/Iams-EUKANUBA-Weight-Control-Grande/dp/B006WZFVKQ,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_pienso_perro/eukanuba_light_pienso_perro/374917,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_croquettes_chien/eukanuba_light_croquettes_chien/341635,,,,http://www.medicanimal.com/producto/~product_id=6082,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6082&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6082&locale=fr_FR,,,,,,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_light/56322,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_croquettes_chien/eukanuba_light_croquettes_chien/15589,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-adult-weight-control-grande-race-p-sf170/,
8710974811404,Eukanuba Boxer 12 Kg,Eukanuba,MAXI,BREED,DOG,12,http://www.amazon.fr/Eukanuba-Nourriture-pour-chien-Boxer/dp/B001N00DOO,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_special_breed_pienso_perro/eukanuba_breed_nutrition_pienso_perro/374839,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_special_breed_croquettes_chien/grands_chiens/341645,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/boxer,http://www.croquetteland.com/eukanuba-race-boxer.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6059&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6059&locale=fr_FR,http://www.medicanimal.com/product/~product_id=6059,http://www.miscota.es/perros/eukanuba/boxer,http://animaux.miscota.fr/chiens/eukanuba/boxer,,http://www.tiendanimal.es/eukanuba-especial-boxer-setter-doberman-p-6394.html,http://www.tiendanimal.fr/eukanuba-special-boxer-setter-doberman-p-6394.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_breed/56315,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_special_breed_croquettes_chien/eukanuba_breed_nutrition_croquettes_chien/46222,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-chien-boxer-kg-sf2841/,
8710974812128,Eukanuba Golden Retriever 12 Kg,Eukanuba,MAXI,BREED,DOG,12,http://www.amazon.fr/Eukanuba-Nourriture-chien-Golden-retriever/dp/B0015Q36ZO,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_special_breed_pienso_perro/eukanuba_breed_nutrition_pienso_perro/374835,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_special_breed_croquettes_chien/grands_chiens/341644,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/golden-retriever,http://www.croquetteland.com/eukanuba-race-golden-retriever.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=B3410&locale=es_ES,http://www.medicanimal.com/setSessionLocale/product?product_id=B3410&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=B3410&locale=en_GB,http://www.miscota.es/perros/eukanuba/golden-retriever,http://animaux.miscota.fr/chiens/eukanuba/golden-retriever,,http://www.tiendanimal.es/eukanuba-especial-golden-retriever-p-2199.html,http://www.tiendanimal.fr/croquettes-eukanuba-special-golden-retriever-p-2199.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_breed/56314,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_special_breed_croquettes_chien/eukanuba_breed_nutrition_croquettes_chien/46221,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-chien-golden-retriever-kg-sf2833/,
8710974811916,Eukanuba Labrador Retriever 12 Kg,Eukanuba,MAXI,BREED,DOG,12,http://www.amazon.fr/Eukanuba-Nourriture-chien-Labrador-retriever/dp/B002NDT6QG,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_special_breed_pienso_perro/eukanuba_breed_nutrition_pienso_perro/374836,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_special_breed_croquettes_chien/grands_chiens/341646,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/labrador-retriever,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6072&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6072&locale=fr_FR,http://www.medicanimal.com/setSessionLocale/product?product_id=6072&locale=en_GB,http://www.miscota.es/perros/eukanuba/labrador-retriever,http://animaux.miscota.fr/chiens/eukanuba/labrador-retriever,,http://www.tiendanimal.es/eukanuba-especial-labrador-retriever-p-6393.html,http://www.tiendanimal.fr/eukanuba-special-labrador-retriever-p-6393.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_breed/113159,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_special_breed_croquettes_chien/eukanuba_breed_nutrition_croquettes_chien/113988,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-chien-labrador-kg-sf4311/,
5000174621167,Eukanuba Mature&Senior Razas Grandes 15 Kg,Eukanuba,MAXI,SENIOR,DOG,15,http://www.amazon.fr/Eukanuba-Chien-Mature-Senior-Grande/dp/B000VJXZZM,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_pienso_perro/eukanuba_senior_pienso_perro/374767,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_croquettes_chien/eukanuba_mature_senior_croquettes_chien/342828,,http://www.croquetteland.com/eukanuba-chien-mature-senior-6-large-breed.html,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6107&locale=es_ES,http://www.medicanimal.com/produit/~product_id=6107,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6107&locale=en_GB,,,,,,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_mature_senior/56328,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_croquettes_chien/eukanuba_mature_senior_croquettes_chien/16365,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-mature-senior-moyenne-race-poulet--sf499/,
8710974812289,Eukanuba Pastor AlemÃ¡n 12 kg,Eukanuba,MAXI,BREED,DOG,12,http://www.amazon.fr/Eukanuba-Nourriture-chien-Berger-allemand/dp/B0015PZ7WK,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_special_breed_pienso_perro/eukanuba_breed_nutrition_pienso_perro/374837,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_special_breed_croquettes_chien/grands_chiens/341738,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/german-shepherd,http://www.croquetteland.com/eukanuba-race-berger-allemand.html,,http://www.medicanimal.com/producto/~product_id=6068,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6068&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6068&locale=en_GB,http://www.miscota.es/perros/eukanuba/german-shepherd,http://animaux.miscota.fr/chiens/eukanuba/berger-allemand,,http://www.tiendanimal.es/eukanuba-especial-pastor-aleman-pastor-belga-p-2198.html,http://www.tiendanimal.fr/croquettes-eukanuba-special-berger-allemand-berger-belge-p-2198.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_breed/56313,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_special_breed_croquettes_chien/eukanuba_breed_nutrition_croquettes_chien/46220,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-chien-berger-allemand-kg-sf2831/,
19014206919,Eukanuba Puppy Razas Medianas 15 Kg,Eukanuba,MEDIUM,PUPPY,DOG,15,,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_pienso_perro/eukanuba_junior_pienso_perro/374760,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_croquettes_chien/eukanuba_junior_croquettes_chien/341731,,,,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6088&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6088&locale=fr_FR,http://www.medicanimal.com/product/~product_id=6088,,,,,,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_puppy_junior/56324,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_croquettes_chien/eukanuba_junior_croquettes_chien/15193,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-puppy-junior-race-moyenne-poulet-m-sf72/,
8719014148370,Eukanuba Puppy Razas PequeÃ±as 3 Kg,Eukanuba,MINI,PUPPY,DOG,3,,,,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/puppy-small-breed-1,http://www.croquetteland.com/eukanuba-chien-puppy-junior-small.html,http://www.kiwoko.com/eukanuba-puppy-junior-small-3kg.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6085&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6085&locale=fr_FR,http://www.medicanimal.com/setSessionLocale/product?product_id=6085&locale=en_GB,http://www.miscota.es/perros/eukanuba/puppy-razas-pequenas,http://animaux.miscota.fr/chiens/eukanuba/puppy-junior-races-petites,,http://www.tiendanimal.es/eukanuba-puppyjunior-razas-pequenas-p-100.html,http://www.tiendanimal.fr/eukanuba-puppy-junior-small-p-100.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_puppy_junior/56323,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_croquettes_chien/eukanuba_junior_croquettes_chien/15192,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-chien-puppy-junior-small-poule-sf193/,
8719014148752,Eukanuba Puppy Razas PequeÃ±as 7.5 Kg,Eukanuba,MINI,PUPPY,DOG,7.5,,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_pienso_perro/eukanuba_junior_pienso_perro/374759,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_croquettes_chien/eukanuba_junior_croquettes_chien/341633,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/puppy-small-breed-1,http://www.croquetteland.com/eukanuba-chien-puppy-junior-small.html,http://www.kiwoko.com/eukanuba-puppy-junior-small-p-10090.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6085&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=6085&locale=fr_FR,http://www.medicanimal.com/setSessionLocale/product?product_id=6085&locale=en_GB,http://www.miscota.es/perros/eukanuba/puppy-razas-pequenas,http://animaux.miscota.fr/chiens/eukanuba/puppy-junior-races-petites,,http://www.tiendanimal.es/eukanuba-puppyjunior-razas-pequenas-p-100.html,http://www.tiendanimal.fr/eukanuba-puppy-junior-small-p-100.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_puppy_junior/56323,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_croquettes_chien/eukanuba_junior_croquettes_chien/15192,,
8710974859253,Eukanuba Yorkshire Terrier 2 Kg,Eukanuba,MINI,BREED,DOG,2,http://www.amazon.fr/Eukanuba-8710974811046-Yorkshire-Terrier/dp/B002S9714E,http://www.bitiba.es/shop/perros/pienso_perros/eukanuba_special_breed_pienso_perro/eukanuba_breed_raza/374834,http://www.bitiba.fr/shop/chiens/croquettes/eukanuba_special_breed_croquettes_chien/petits_chiens/388203,http://www.centrodenutricioncanina.com/perro/pienso/eukanuba/yorkshire-terrier,http://www.croquetteland.com/eukanuba-race-yorkshire-terrier-1013.html,http://www.kiwoko.com/pienso-perros/eukanuba-yorkshire-terrier-p-9777.html,,,,http://www.miscota.es/perros/eukanuba/yorkshire-terrier,http://animaux.miscota.fr/chiens/eukanuba/yorkshire-terrier,,http://www.tiendanimal.es/eukanuba-especial-yorkshire-terrier-p-2201.html,http://www.tiendanimal.fr/croquettes-eukanuba-special-yorkshire-terrier-p-2201.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/eukanuba/eukanuba_breed/56318,http://www.zooplus.fr/shop/chiens/croquettes_chien/eukanuba_special_breed_croquettes_chien/eukanuba_breed_nutrition_croquettes_chien/46219,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/eukanuba-chien-yorkshire-sac-de-kg-sf9021/,
52742917900,Hill's Diet Canine d/d pato y arroz 12 kg,Hill's,DIET,DERMA,DOG,12,,http://www.bitiba.es/shop/perros/pienso_perros/hills_diet_pienso_perros/alergia_intolerancia_perros/374888,http://www.bitiba.fr/shop/chiens/croquettes/croquettes_chien_hills_prescription_diet/allergies_intolerance_alimentaires_chien_hills/341937,,http://www.croquetteland.com/hill-s-prescription-diet-canine-d-d-canard-riz.html,,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-dd/~product_id=456/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=456&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=456&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=en_GB,http://www.miscota.es/perros/hills/d-d-pato-arroz,http://animaux.miscota.fr/chiens/hills/d-d-canard,http://www.telepienso.com/products/hill-s-prescription-diet-canine-d-d-pato-y-arroz,http://www.tiendanimal.es/hills-canine-seco-pato-p-1624.html,http://www.tiendanimal.fr/croquettes-hills-prescription-diet-canine-p-1624.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_alergias/173345,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/allergies_intolerance_alimentaires_chien_hills/159596,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-prescription-canine-d-d-canard-riz-sf296/,
52742918105,Hill's Diet Canine i/d 12 kg,Hill's,DIET,GASTRO,DOG,12,http://www.amazon.fr/Hills-Prescription-Diet-Canine-12-0/dp/B0099NEU0K,http://www.bitiba.es/shop/perros/pienso_perros/hills_diet_pienso_perros/problemas_gastrointestinal_perros/374885,http://www.bitiba.fr/shop/chiens/croquettes/croquettes_chien_hills_prescription_diet/allergies_intolerance_alimentaires_chien_hills/341936,http://www.centrodenutricioncanina.com/perro/pienso/hills/prescription/prescription-diet-i-d,http://www.croquetteland.com/hill-s-prescription-diet-canine-i-d.html,http://www.kiwoko.com/hill-7202.html,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=459&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=es_ES,http://www.medicanimal.com/setSessionLocaleProductList/product?product_id=459&category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS&locale=fr_FR,http://www.medicanimal.com/producto/~hills-prescription-diet-canine-id/~product_id=459/~category_id=MACTGR-DOGS_VET_FOOD_HILLS_PRESCRIPTION_DIETS,http://www.miscota.es/perros/hills/i-d,http://animaux.miscota.fr/chiens/hills/i-d,http://www.telepienso.com/products/hill-s-prescription-diet-canine-i-d-1,http://www.tiendanimal.es/hills-canine-seco-p-1605.html,http://www.tiendanimal.fr/hills-canine-p-1605.html,http://www.zooplus.es/shop/tienda_perros/pienso_perros/hills_prescription_diet/hillsdiet_gastrointestinal/171886,http://www.zooplus.fr/shop/chiens/aliments_specifiques_therapeutiques_chien/croquettes_chien_hills_prescription_diet/troubles_intestinaux_chien_hills/159667,http://www.wanimo.com/fr/chiens/alimentation-pour-chien-sc1/hill-s-prescription-canine-i-d-low-fat--sf12991/,
